| The first 300 instances of waveform.data
-0.53,2.45,-0.22,3.77,2.97,2.51,4.76,4.51,3.03,2.23,1.52,2.16,1.35,1.66,1.77,1.60,1.01,1.74,0.50,-1.59,-1.14,0.30,-0.06,-1.12,1.15,-0.03,-0.07,-1.84,-0.03,0.59,0.58,0.05,1.48,0.04,1.10,0.62,-0.57,-0.64,-0.69,0.83,0
-1.22,1.78,1.56,0.69,-0.57,-1.49,0.80,2.20,3.15,1.41,5.40,4.84,6.03,5.24,4.93,2.97,2.54,2.34,-0.26,1.67,0.32,0.32,-0.82,0.79,-0.26,1.15,1.18,0.73,0.42,-0.67,0.69,1.24,-0.36,0.52,-0.20,0.87,0.03,0.42,0.97,0.69,2
0.66,-0.02,1.62,1.42,4.45,5.81,5.65,3.74,2.06,3.68,2.57,-0.02,0.34,-1.69,-0.84,1.11,-0.61,0.10,0.15,0.62,1.22,1.19,0.79,-1.17,0.69,-0.05,-0.22,0.02,-0.15,-0.60,0.71,-0.32,1.60,2.46,0.03,-0.50,0.11,-0.83,0.15,-0.55,1
1.00,1.62,1.03,2.16,1.36,3.28,3.16,4.30,4.59,4.43,4.06,3.29,0.61,-0.39,1.15,0.12,-0.70,1.02,1.48,1.98,-0.16,1.62,-1.49,-0.37,1.31,-1.19,-0.68,-0.35,0.49,-1.81,-0.03,-0.12,1.58,0.19,-1.34,0.75,-0.72,0.05,-0.56,0.18,1
0.05,-0.19,-0.20,-0.03,0.94,2.32,1.83,3.10,3.41,3.03,5.31,5.80,5.66,5.40,2.18,1.11,0.71,1.15,1.41,0.24,0.04,0.16,-0.57,2.05,0.42,-1.81,0.47,-0.28,1.13,-0.81,1.25,0.59,-2.12,-0.66,-0.76,1.73,-0.68,0.83,-0.59,0.24,2
-0.76,-0.99,1.09,1.32,3.54,5.75,5.41,4.03,5.10,1.81,0.85,1.97,0.48,0.02,1.93,-0.12,2.02,-1.27,0.42,0.93,-1.10,0.36,1.45,0.48,-0.96,0.28,1.47,0.61,1.50,-0.62,1.19,-0.86,0.20,0.03,0.88,-0.35,1.00,0.01,0.93,1.08,0
1.56,1.65,2.23,0.37,0.39,2.86,4.61,1.98,1.08,0.84,1.82,2.75,1.53,1.91,2.68,1.73,2.34,1.96,1.67,1.46,-0.07,-1.21,1.94,-0.86,0.63,1.17,-0.43,0.28,0.24,0.49,-0.17,0.02,-0.00,-0.20,0.28,0.27,-1.94,-2.53,-0.71,1.71,0
0.79,0.75,0.45,1.16,1.47,1.78,2.48,2.64,0.87,-0.03,0.41,2.66,2.42,2.47,2.02,2.51,2.60,1.11,1.30,0.09,0.33,0.42,0.07,1.89,-1.52,1.69,1.28,-0.70,2.48,-1.37,-1.38,2.86,-0.83,-0.13,0.54,0.47,-1.36,-1.86,-0.77,-2.22,0
1.85,-0.12,1.02,-0.47,1.43,-0.79,0.49,0.27,1.27,1.74,2.83,3.14,5.14,5.59,3.82,5.27,3.71,2.19,2.51,1.57,0.91,-0.43,0.87,0.77,0.91,-0.46,-0.70,0.20,0.57,-0.96,0.94,0.36,-1.14,-1.18,-0.59,-1.23,-0.03,-1.78,0.30,-2.08,2
-1.13,-0.62,1.18,0.48,0.81,3.08,4.28,4.07,5.44,3.99,5.32,3.41,2.58,1.57,1.50,0.64,0.07,0.43,-1.71,0.82,1.09,-2.34,0.04,-1.09,0.27,-2.38,1.21,1.68,-0.87,0.28,-0.45,1.25,0.17,0.12,0.91,1.55,-1.06,-0.16,0.06,-2.01,1
-1.54,-1.01,-0.49,0.29,0.88,1.09,0.13,0.44,2.44,2.82,3.58,3.61,3.11,1.68,4.11,1.41,3.89,2.77,1.42,-0.18,-1.28,0.73,0.21,0.39,-0.50,0.31,1.69,0.23,-0.02,0.76,0.16,-0.33,1.22,1.14,0.48,0.35,-1.36,0.53,0.84,-0.81,2
0.83,-1.33,0.47,-0.44,0.87,2.19,0.79,2.00,0.06,3.16,2.11,3.03,2.63,3.99,3.32,5.00,2.28,1.05,1.65,-0.52,0.47,-1.26,-0.53,-0.85,0.87,-0.60,-0.75,2.26,-0.12,-0.46,0.87,-0.14,-1.19,0.09,-2.30,1.06,-0.06,-0.39,1.44,1.01,0
-1.49,0.13,-0.26,0.61,-0.78,0.61,1.67,1.52,4.10,4.08,4.98,5.29,2.75,4.80,4.15,3.41,1.76,1.66,0.90,0.72,-0.84,-1.60,0.83,-2.23,-1.56,-0.34,0.17,-0.89,-0.75,0.48,-2.23,0.43,1.31,-0.09,-1.72,-1.65,-2.27,0.80,-0.66,-1.26,2
-1.03,1.09,0.70,-0.14,-0.24,1.95,0.36,-1.99,0.46,2.07,0.95,2.12,4.14,4.59,4.22,6.04,3.56,2.83,3.50,-0.39,0.61,-0.99,1.53,0.33,0.18,-0.63,0.66,1.27,-0.94,-0.17,0.12,-1.20,1.11,-1.30,0.87,-2.14,0.54,-1.52,0.35,0.74,0
-1.38,-0.86,-0.53,1.98,2.12,3.58,6.25,3.33,5.11,4.90,3.34,1.18,0.58,0.87,2.95,-0.85,0.12,-0.72,-1.22,1.96,-0.74,-0.44,0.10,0.57,-0.73,0.98,0.27,0.07,-1.10,-0.03,-0.45,0.21,-0.52,-0.48,-0.93,-0.65,-1.73,-0.13,-0.23,0.89,1
-0.68,0.75,-0.41,2.83,1.42,2.83,1.14,1.20,2.54,1.30,0.64,2.29,3.67,3.99,3.35,3.14,1.55,1.79,0.73,-1.33,-0.49,0.17,-2.20,0.69,0.12,1.17,0.36,-1.65,-1.28,-0.66,-0.56,0.39,-0.60,-0.73,-0.54,-0.64,-0.02,1.49,0.73,0.93,0
-0.42,0.27,2.67,2.96,1.85,3.77,3.07,3.63,5.36,4.82,3.68,2.27,1.11,3.02,-0.13,0.78,0.78,1.07,1.36,-0.33,-0.24,0.19,-0.38,0.36,-0.87,-0.26,1.32,0.76,-0.78,0.18,-0.54,0.38,-1.35,1.08,-0.27,0.30,-0.17,0.17,0.05,-0.38,1
0.55,0.95,0.80,3.14,1.90,1.90,3.87,1.95,2.21,0.43,2.84,0.48,2.84,1.45,2.01,2.83,2.95,2.27,1.02,1.55,-0.62,-0.68,0.01,-1.23,-2.06,0.80,-0.40,2.38,-0.82,0.23,-0.39,-0.11,-1.19,0.39,2.06,-1.67,-0.23,0.57,-0.84,-1.27,0
-1.47,3.21,0.41,0.65,0.39,3.69,2.03,3.51,4.33,5.06,7.09,3.42,2.25,2.47,2.76,0.50,0.21,-1.20,-1.06,-1.12,1.32,-2.24,-1.19,-1.45,-0.34,1.11,-0.08,-0.09,-1.12,-0.02,-0.73,-0.74,-1.94,1.43,-0.31,-0.57,0.83,-1.11,0.17,-2.36,1
0.25,-0.38,0.64,0.57,2.13,1.43,2.69,2.04,2.13,1.44,1.90,2.53,3.16,2.35,1.84,3.51,2.22,1.34,2.11,1.25,1.02,-1.55,0.41,0.92,0.78,0.82,-0.23,0.98,0.15,-1.28,0.01,1.72,-0.36,-1.07,0.47,0.97,0.90,1.90,-0.08,-0.91,0
-0.27,-1.34,-0.50,-0.76,0.14,0.12,-1.01,2.88,0.70,1.93,1.89,4.34,5.21,3.05,3.28,0.48,2.04,1.43,1.92,1.55,0.76,-0.09,1.40,-1.38,-1.16,1.16,-0.37,1.16,-1.41,-0.37,1.07,1.36,0.02,-1.31,-1.70,0.29,1.72,0.30,-1.30,0.62,2
-0.50,0.13,1.99,-2.00,0.46,0.93,3.68,3.76,1.71,5.42,6.64,4.53,4.74,1.65,2.71,0.18,0.95,0.76,1.01,-0.79,0.22,-1.05,1.14,2.28,-2.58,-0.78,-0.34,0.33,-0.81,0.45,1.14,2.17,-1.69,1.53,-0.29,-0.12,0.62,-0.17,0.28,-0.06,2
-0.91,0.46,1.58,0.98,3.88,4.62,3.22,4.57,3.89,3.69,3.96,4.11,1.62,-0.05,0.19,0.36,-0.53,1.51,-0.47,0.43,0.74,0.64,1.48,1.21,0.40,-0.60,0.13,-0.21,0.44,-0.92,-1.06,1.13,-0.15,-1.27,-0.18,0.01,1.03,-0.39,-1.15,0.00,1
-0.22,0.94,0.60,0.96,1.35,-0.30,1.22,0.61,0.58,1.25,1.44,2.80,2.36,3.13,5.21,4.17,4.61,0.83,0.14,1.52,-0.86,-0.47,0.15,-1.65,-1.20,-0.63,0.32,0.62,-1.66,0.86,0.75,-1.02,-1.03,-1.29,-1.08,-0.04,0.58,-0.34,-1.39,0.30,0
1.55,0.36,-2.51,0.52,-1.00,0.43,-0.32,-0.85,-0.49,1.27,3.48,4.01,2.74,5.22,6.24,6.82,2.56,2.09,1.02,3.86,-0.66,-2.53,-0.58,-0.72,1.01,-0.07,1.04,2.35,0.86,-0.58,-0.74,-0.67,-1.31,-0.91,0.12,0.88,-0.32,1.24,-3.51,0.50,2
0.16,0.56,0.24,0.77,0.99,1.33,2.67,4.04,5.53,6.73,4.15,4.43,1.80,2.99,1.64,0.10,-0.63,0.50,0.43,-0.92,-0.24,-0.14,-1.79,-1.01,0.44,-0.24,-0.43,-0.91,0.52,2.03,0.28,-0.73,-0.06,1.22,1.37,0.32,0.66,1.95,0.24,0.95,1
0.45,-0.56,0.89,-0.47,1.91,1.46,3.02,4.34,4.76,4.22,6.92,4.78,1.99,3.22,1.70,0.19,-1.61,-0.29,-1.16,0.12,-1.58,-1.00,1.53,0.78,-1.07,1.01,0.58,-0.33,0.11,0.39,-0.64,0.08,-2.21,-0.09,-0.53,0.46,-0.54,-0.22,-0.59,-0.09,1
-0.40,-0.03,-0.69,-1.47,0.17,-0.51,1.78,2.84,3.26,6.08,3.52,3.21,3.41,3.90,1.97,0.41,-0.49,0.06,-1.91,0.76,1.11,0.82,-0.29,0.15,-0.72,0.68,-0.68,-1.37,-0.31,-1.88,0.69,0.04,0.04,-1.05,-0.03,-1.41,-1.49,0.65,-2.10,-0.53,1
0.76,-0.03,-0.03,0.07,-1.39,1.68,-0.91,2.00,1.12,3.21,3.54,3.78,5.98,3.63,2.44,4.05,1.66,4.07,0.51,1.73,-0.34,-0.83,0.18,-0.10,-0.14,-1.42,-0.92,0.21,2.15,-0.48,-0.57,1.41,1.09,-0.40,-0.51,1.63,-1.39,-1.48,0.25,-1.11,2
-0.97,-1.07,0.16,2.32,1.73,2.15,2.10,3.91,2.22,2.93,1.26,3.03,1.60,3.66,4.05,2.49,2.67,1.46,2.20,1.69,-2.09,-0.13,-0.41,1.84,-0.67,-0.20,0.30,2.05,0.79,0.07,-0.26,-0.84,-0.44,0.42,-0.51,1.40,-1.24,0.94,-0.73,0.15,0
1.24,-0.19,0.36,0.43,-0.36,0.73,2.89,0.98,-0.64,2.39,2.63,3.90,2.53,2.69,4.79,3.40,2.96,2.32,3.02,1.38,0.23,0.34,-0.15,1.07,1.81,0.18,0.46,-0.60,-1.11,0.62,-1.16,0.55,-0.48,1.03,0.90,0.06,0.91,-0.35,0.15,0.11,0
-1.12,0.81,2.97,2.00,1.61,1.23,1.68,1.19,3.41,2.06,4.12,2.61,5.80,4.69,3.90,4.59,3.32,1.77,0.71,0.05,1.76,0.38,-1.04,1.53,1.44,1.49,-1.57,-0.79,1.75,-1.02,-0.12,0.75,-0.20,0.14,-0.31,-0.09,-0.46,-0.16,-2.00,1.08,0
0.84,-0.70,-1.76,1.08,0.41,0.48,2.02,2.25,2.91,5.53,5.92,6.56,3.37,2.97,2.12,2.28,0.17,-1.40,0.27,-0.43,-0.70,0.79,-0.64,0.23,-1.23,0.84,1.82,-1.35,0.81,-1.05,-0.71,0.40,1.44,-1.92,0.16,0.64,-1.56,0.11,0.25,-0.16,1
1.34,0.02,-1.13,0.74,-1.58,0.63,0.91,0.56,2.13,2.62,2.62,2.50,3.74,3.83,4.15,2.61,3.62,1.45,0.09,0.29,-0.44,-0.88,-0.09,-0.70,-1.37,0.14,-0.18,-0.44,-0.95,-1.53,-0.22,-0.35,0.29,0.36,-1.09,0.42,-1.40,-0.88,1.56,0.10,2
-0.59,-2.16,0.67,-0.72,-0.40,0.60,1.62,4.62,2.76,2.69,6.09,4.81,3.48,2.97,0.45,0.09,0.26,-1.47,0.95,-2.27,0.84,-0.70,-1.36,0.46,-0.38,0.48,1.93,-1.68,-0.21,1.92,0.31,-0.35,-2.63,-0.49,0.37,0.65,0.54,1.70,1.06,1.02,1
0.30,-1.23,0.16,-0.88,0.24,1.08,1.48,1.62,3.75,5.12,5.50,5.46,5.32,3.64,2.46,-0.69,0.92,1.43,-0.28,0.86,-0.93,0.76,-0.81,-0.69,-1.49,0.55,0.51,-0.22,0.80,-0.60,-0.76,-1.10,1.44,0.87,-0.47,-0.12,0.10,0.02,-0.89,-0.24,1
2.61,0.59,0.89,0.77,0.51,1.22,1.02,1.92,3.49,4.45,5.59,4.05,3.78,3.12,0.93,1.39,-0.58,-0.66,1.35,-0.59,0.24,-0.89,-0.94,1.41,-1.20,1.91,0.47,1.37,-2.63,-0.94,0.39,0.38,-0.02,1.28,-0.24,1.09,1.20,-0.17,-1.58,-0.13,1
0.48,0.75,0.94,0.08,1.96,3.03,4.01,2.40,2.33,5.20,5.72,5.48,2.77,3.71,1.28,0.24,1.11,-0.92,0.73,0.32,0.96,-0.22,-0.14,-0.60,0.23,-0.48,0.93,-0.00,-1.03,-1.78,-0.94,0.41,-0.16,-0.23,0.97,-1.03,0.04,2.02,-0.04,-1.26,1
-0.34,0.32,0.88,-0.41,-0.45,2.16,1.68,2.52,3.88,5.52,4.00,3.63,5.65,2.47,0.93,1.49,0.24,0.80,1.51,-0.36,0.50,0.81,1.10,-0.60,0.34,0.29,3.39,0.20,1.78,0.33,2.29,1.45,0.97,-1.14,-0.54,2.43,0.94,0.41,-0.29,1.71,1
0.63,0.31,-0.59,-0.37,-0.17,-0.32,-0.10,0.49,0.96,3.48,6.84,4.10,5.51,4.23,4.51,4.59,4.24,1.22,1.83,1.59,0.83,0.77,-0.63,-2.70,0.34,-0.85,0.35,1.48,-0.11,-0.81,0.69,-0.58,-0.92,0.28,0.39,0.92,-0.34,0.63,1.63,0.01,2
-0.13,1.59,0.90,-0.14,0.93,4.06,4.58,4.17,4.24,5.14,5.31,3.98,3.36,2.33,-0.79,1.18,0.11,-0.07,0.24,0.13,0.65,0.19,-0.09,-0.77,0.97,-1.09,0.36,-0.17,2.21,0.04,-0.17,0.18,1.08,1.00,0.71,1.77,0.62,0.16,-0.34,-0.04,1
-0.08,1.22,0.91,4.47,3.51,4.36,6.32,4.01,5.23,2.37,1.46,1.87,-0.08,-1.19,0.23,0.96,-0.08,-0.07,-1.27,0.31,0.28,0.22,0.39,0.93,-0.54,-0.18,0.53,0.62,0.31,0.33,0.11,-0.00,2.70,0.79,0.42,0.38,1.07,0.96,1.87,-1.53,0
0.80,0.92,-0.84,1.50,-1.85,-0.02,1.29,3.14,5.44,3.88,4.56,3.81,4.36,2.13,2.16,1.43,-1.89,-0.95,-1.19,0.29,1.17,0.84,-1.23,-1.03,-0.77,-2.04,2.43,0.62,1.51,0.48,0.85,-0.52,0.39,0.79,-1.18,1.33,0.39,0.44,0.58,1.43,2
0.04,0.09,0.93,1.89,2.86,3.58,3.70,4.70,3.78,0.70,3.23,0.21,1.14,3.09,2.17,2.54,2.09,1.84,0.31,1.11,0.56,2.12,-0.36,-0.80,0.49,0.63,-0.83,2.57,-1.01,-0.01,-1.39,-0.40,-0.18,1.18,0.16,-0.47,-1.71,0.30,-1.39,-0.83,0
-0.44,-0.43,1.20,1.37,1.89,2.08,3.89,5.05,5.11,3.10,2.76,3.23,0.87,2.92,0.83,2.37,0.36,1.35,1.69,1.95,0.22,0.94,0.37,0.62,0.61,-1.51,3.27,2.30,0.52,-2.03,0.92,0.14,-0.19,1.73,-0.22,0.40,-0.34,-0.02,-0.63,-0.45,1
-0.43,0.67,2.20,2.28,1.64,3.19,4.38,5.09,4.54,2.15,1.19,-0.06,-0.93,-0.94,0.78,1.70,-1.35,0.64,-0.58,-0.66,-0.41,1.26,0.84,-1.18,0.85,1.01,0.88,-0.71,-1.57,0.62,0.64,0.70,0.21,0.84,0.62,-0.28,-1.07,-1.23,1.02,0.50,0
-0.63,0.57,0.09,0.19,3.28,3.64,3.65,2.69,2.34,4.11,0.52,1.07,2.77,2.30,1.00,5.97,2.27,2.29,3.50,0.36,0.17,0.01,-0.00,-0.58,0.32,0.77,-1.86,-0.43,-1.34,0.99,2.02,1.08,-0.25,-3.20,-0.49,-1.36,-0.69,1.26,0.74,-0.62,0
-1.45,0.44,2.43,2.52,1.94,3.74,4.74,3.86,5.42,4.02,3.55,1.46,0.48,1.50,-0.08,-1.02,-1.61,-0.21,-0.05,-1.24,-0.28,-0.17,1.21,-0.44,-0.28,1.17,0.16,0.85,0.43,-0.29,0.23,1.61,-2.17,0.72,-1.32,0.43,-0.23,-0.33,0.57,-2.24,1
1.36,1.27,1.49,2.79,1.05,2.08,2.98,3.06,2.50,4.60,4.78,2.89,3.61,1.66,2.17,-0.29,1.62,1.93,-1.19,-0.43,0.32,0.10,0.15,-1.02,-0.36,0.64,0.71,1.24,0.52,-0.70,-0.22,-0.81,0.46,0.17,1.97,0.07,-1.07,-0.04,1.00,-0.75,1
-0.12,0.34,-0.28,-0.20,1.39,2.94,3.01,3.00,3.71,5.42,4.95,3.26,3.47,3.16,-2.06,0.73,0.50,0.46,-1.22,-0.24,-0.53,-0.71,1.63,1.07,0.94,0.59,0.63,-0.85,0.11,1.82,-0.51,0.78,0.22,0.54,-2.88,0.19,-2.45,1.18,1.35,0.64,1
0.27,0.68,0.59,0.49,0.46,-1.73,-0.55,1.59,0.92,3.19,4.50,4.61,4.14,4.76,4.38,4.56,2.35,3.33,0.33,1.38,0.12,1.11,-1.62,-1.26,-0.11,2.13,-1.75,-0.95,0.78,0.03,0.78,-0.15,-1.21,0.53,1.41,-1.27,-0.64,1.86,0.81,1.89,2
0.33,0.29,1.18,3.16,2.86,1.58,2.00,1.40,1.99,2.05,3.02,2.45,4.82,2.32,1.51,2.34,2.76,-0.32,2.79,-0.25,1.33,1.22,0.19,-0.54,2.63,-0.25,0.60,0.03,-0.36,1.05,-2.73,-0.98,-0.33,0.31,-1.20,0.11,1.23,1.43,-0.49,1.34,0
0.15,1.52,1.25,1.82,4.00,3.58,6.94,3.63,3.30,2.49,3.32,1.50,0.78,0.52,0.81,-0.68,1.56,-0.60,-1.50,-0.29,1.74,-1.87,-0.24,0.42,-0.32,-0.34,0.74,-0.20,-1.12,-0.10,-1.07,0.26,-0.86,-0.80,1.35,-1.13,-2.07,0.09,0.05,1.35,1
-1.40,0.14,0.16,1.11,0.34,1.04,-0.75,1.75,-0.63,1.06,1.36,3.47,2.87,3.56,5.99,6.42,3.04,3.29,2.24,-0.81,-0.38,-0.70,0.01,-0.81,-0.98,-0.13,1.33,0.69,0.68,0.40,-1.07,-0.28,-0.03,1.86,-0.62,-0.32,0.45,1.58,-0.52,-0.23,2
0.62,1.80,2.27,2.64,0.92,4.25,4.84,3.14,5.00,1.26,4.29,1.09,0.97,2.30,3.08,1.71,1.65,1.53,-0.34,-0.16,-0.79,0.15,-1.09,0.07,-0.23,1.62,0.80,-2.11,1.68,0.98,0.92,-0.40,1.40,-1.74,0.93,-0.03,1.61,-0.72,-0.30,-0.02,0
-0.04,-0.57,0.50,0.61,-0.66,2.14,2.80,2.90,3.66,6.13,6.15,4.07,3.88,2.16,2.05,-0.00,-0.32,0.64,-0.07,-0.28,1.45,0.97,0.00,0.01,1.04,-0.54,0.10,-0.65,-0.82,0.23,-0.29,0.11,-2.03,-1.91,-0.39,0.29,0.03,1.51,0.47,-0.41,1
0.60,1.20,0.35,0.06,2.08,1.95,2.98,1.48,1.72,1.35,-0.10,2.34,1.26,2.83,4.90,3.21,1.44,2.15,1.48,1.64,-0.61,-0.42,0.58,1.32,0.07,-0.35,0.58,0.95,0.64,0.45,-0.55,-0.59,0.40,0.38,0.07,2.22,0.10,-0.39,-1.46,0.17,0
